id;libm;libf;liste;codeu;ingcad_supv;ingcad_nsupv;tecam_supv;tecam_nsupv;ouvemp_supv;ouvemp_nsupv;nr_supv;nr_nsupv;inde_0_9;inde_sup10;inde_nr;ssvaran
1581;Cheministe;Cheministe;1;7112;7112;7112;7112;7112;7112;7112;7112;7112;7112;7112;7112;7112
1582;Chercheur en archéologie;Chercheuse en archéologie;0;2632;2632;2632;2632;2632;2632;2632;2632;2632;2632;2632;2632;2632
1583;Chercheur en biologie;Chercheuse en biologie;0;2131;2131;2131;2131;2131;2131;2131;2131;2131;2131;2131;2131;2131
1584;Chercheur (CNRS);Chercheuse (CNRS);0;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000
1585;Chercheur en démographie;Chercheuse en démographie;0;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120
1586;Chercheur en économie;Chercheuse en économie;0;2631;2631;2631;2631;2631;2631;2631;2631;2631;2631;2631;2631;2631
1587;Chercheur en environnement;Chercheuse en environnement;0;2133;2133;2133;2133;2133;2133;2133;2133;2133;2133;2133;2133;2133
1588;Chercheur en ethnologie;Chercheuse en ethnologie;0;2632;2632;2632;2632;2632;2632;2632;2632;2632;2632;2632;2632;2632
1589;Chercheur en géographie;Chercheuse en géographie;0;2632;2632;2632;2632;2632;2632;2632;2632;2632;2632;2632;2632;2632
1590;Chercheur en histoire;Chercheuse en histoire;0;2633;2633;2633;2633;2633;2633;2633;2633;2633;2633;2633;2633;2633
1591;Chercheur (IFSTTAR);Chercheuse (IFSTTAR);0;2164;2164;2164;2164;2164;2164;2164;2164;2164;2164;2164;2164;2164
1592;Chercheur (INED);Chercheuse (INED);0;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120
1593;Chercheur informatique;Chercheuse informatique;0;2511;2511;2511;2511;2511;2511;2511;2511;2511;2511;2511;2511;2511
1594;Chercheur (INRA);Chercheuse (INRA);0;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132
1595;Chercheur (INRIA);Chercheuse (INRIA);0;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500
1596;Chercheur (INSERM);Chercheuse (INSERM);0;2131;2131;2131;2131;2131;2131;2131;2131;2131;2131;2131;2131;2131
1597;Chercheur (IRD);Chercheuse (IRD);0;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000
1598;Chercheur (IRSTEA);Chercheuse (IRSTEA);0;2130;2130;2130;2130;2130;2130;2130;2130;2130;2130;2130;2130;2130
1599;Chercheur en linguistique;Chercheuse en linguistique;0;2643;2643;2643;2643;2643;2643;2643;2643;2643;2643;2643;2643;2643
1600;Chercheur en physique;Chercheuse en physique;0;2111;2111;2111;2111;2111;2111;2111;2111;2111;2111;2111;2111;2111
1601;Chercheur en psychologie;Chercheuse en psychologie;0;2634;2634;2634;2634;2634;2634;2634;2634;2634;2634;2634;2634;2634
1602;Chercheur en sociologie;Chercheuse en sociologie;0;2632;2632;2632;2632;2632;2632;2632;2632;2632;2632;2632;2632;2632
1603;Chevillard;Chevillard;1;3324;3324;3324;3324;3324;3324;3324;3324;3324;3324;3324;3324;3324
1604;Chevrier;Chevrière;1;6121;6121;6121;6121;6121;6121;6121;6121;6121;6121;6121;6121;6121
1605;Chief compliance officer;Chief compliance officer;1;1219;1219;1219;1219;1219;1219;1219;1219;1219;1219;1219;1219;1219
1606;Chief data officer;Chief data officer;1;1330;1330;1330;1330;1330;1330;1330;1330;1330;1330;1330;1330;1330
1607;Chief Data Officer (CDO);Chief Data Officer (CDO);0;1330;1330;1330;1330;1330;1330;1330;1330;1330;1330;1330;1330;1330
1608;Chief data scientist;Chief data scientist;1;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120
1609;Chief Digital Officer (CDO);Chief Digital Officer (CDO);0;1222;1222;1222;1222;1222;1222;1222;1222;1222;1222;1222;1222;1222
1610;Chief information security officer;Chief information security officer;1;1330;1330;1330;1330;1330;1330;1330;1330;1330;1330;1330;1330;1330
1611;Chief risk manager (marchés financiers);Chief risk manager (marchés financiers);1;1346;1346;1346;1346;1346;1346;1346;1346;1346;1346;1346;1346;1346
1612;Chiffonnier;Chiffonnière;1;9612;9612;9612;9612;9612;9612;9612;9612;9612;9612;9612;9612;9612
1613;Chimiste;Chimiste;1;;2113;2113;3111;3111;3111;3111;2113;2113;2113;2113;2113;2113
1614;Chimiste recherche et développement (R&D);Chimiste recherche et développement (R&D);1;;2113;2113;3111;3111;3111;3111;2113;2113;2113;2113;2113;2113
1615;Chirurgien;Chirurgienne;1;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212
1616;Chirurgien cardiaque;Chirurgienne cardiaque;1;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212
1617;Chirurgien dentiste;Chirurgienne dentiste;1;2261;2261;2261;2261;2261;2261;2261;2261;2261;2261;2261;2261;2261
1618;Chirurgien esthétique et réparateur;Chirurgienne esthétique et réparatrice;1;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212
1619;Chirurgien orthopédiste;Chirurgienne orthopédiste;1;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212
1620;Chirurgien pédiatrique;Chirurgienne pédiatrique;1;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212
1621;Chirurgien plasticien;Chirurgienne plasticienne;1;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212
1622;Chocolatier;Chocolatière;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1623;Choisisseur;Choisisseuse;1;9329;9329;9329;9329;9329;9329;9329;9329;9329;9329;9329;9329;9329
1624;Chorégraphe;Chorégraphe;1;2653;2653;2653;2653;2653;2653;2653;2653;2653;2653;2653;2653;2653
1625;Choriste;Choriste;1;2652;2652;2652;2652;2652;2652;2652;2652;2652;2652;2652;2652;2652
1626;Chromiste;Chromiste;1;7321;7321;7321;7321;7321;7321;7321;7321;7321;7321;7321;7321;7321
1627;Chroniqueur;Chroniqueuse;1;2642;2642;2642;2642;2642;2642;2642;2642;2642;2642;2642;2642;2642
1628;Cidriculteur;Cidricultrice;0;7514;7514;7514;7514;7514;7514;7514;7514;7514;7514;7514;7514;7514
1629;Cimentier-applicateur;Cimentière-applicatrice;1;7114;7114;7114;7114;7114;7114;7114;7114;7114;7114;7114;7114;7114
1630;Cinéaste;Cinéaste;1;2654;2654;2654;2654;2654;2654;2654;2654;2654;2654;2654;2654;2654
1631;Cintreur;Cintreuse;1;7221;7221;7221;7221;7221;7221;7221;7221;7221;7221;7221;7221;7221
1632;Cisailleur métaux;Cisailleuse métaux;1;7213;7213;7213;7213;7213;7213;7213;7213;7213;7213;7213;7213;7213
1633;Ciseleur;Ciseleuse;1;7316;7316;7316;7316;7316;7316;7316;7316;7316;7316;7316;7316;7316
1634;Clerc d'avocat;Clerc d'avocat;1;3411;3411;3411;3411;3411;3411;3411;3411;3411;3411;3411;3411;3411
1635;Clerc d'huissier;Clerc d'huissier;1;3411;3411;3411;3411;3411;3411;3411;3411;3411;3411;3411;3411;3411
1636;Clerc de notaire;Clerc de notaire;1;3411;3411;3411;3411;3411;3411;3411;3411;3411;3411;3411;3411;3411
1637;Clicheur;Clicheuse;1;7321;7321;7321;7321;7321;7321;7321;7321;7321;7321;7321;7321;7321
1638;Client-mystère;Cliente-mystère;1;2431;2431;2431;2431;2431;2431;2431;2431;2431;2431;2431;2431;2431
1639;Climaticien;Climaticienne;1;7127;7127;7127;7127;7127;7127;7127;7127;7127;7127;7127;7127;7127
1640;Clown;Clown;1;2659;2659;2659;2659;2659;2659;2659;2659;2659;2659;2659;2659;2659
1641;Coach agile informatique;Coach agile informatique;1;2510;2510;2510;2510;2510;2510;2510;2510;2510;2510;2510;2510;2510
1642;Coach en décoration intérieure;Coach en décoration intérieure;1;3432;3432;3432;3432;3432;3432;3432;3432;3432;3432;3432;3432;3432
1643;Coach en gestion de carrière;Coach en gestion de carrière;1;2423;2423;2423;2423;2423;2423;2423;2423;2423;2423;2423;2423;2423
1644;Coach immobilier;Coach immobilier;1;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334
1645;Coach de marque;Coach de marque;1;2431;2431;2431;2431;2431;2431;2431;2431;2431;2431;2431;2431;2431
1646;Coach en ressources humaines;Coach en ressources humaines;1;2423;2423;2423;2423;2423;2423;2423;2423;2423;2423;2423;2423;2423
1647;Coach sexuel;Coach sexuelle;1;5169;5169;5169;5169;5169;5169;5169;5169;5169;5169;5169;5169;5169
1648;Coach sportif;Coach sportive;1;3422;3422;3422;3422;3422;3422;3422;3422;3422;3422;3422;3422;3422
1649;Coach de vie;Coach de vie;1;5169;5169;5169;5169;5169;5169;5169;5169;5169;5169;5169;5169;5169
1650;Codeur langue française parlée complétée (LfPC);Codeuse langue française parlée complétée (LfPC);1;2643;2643;2643;2643;2643;2643;2643;2643;2643;2643;2643;2643;2643
1651;Coffreur;Coffreuse;1;7114;7114;7114;7114;7114;7114;7114;7114;7114;7114;7114;7114;7114
1652;Coffreur bancheur;Coffreuse bancheuse;1;7114;7114;7114;7114;7114;7114;7114;7114;7114;7114;7114;7114;7114
1653;Coffreur boiseur;Coffreuse boiseuse;1;7114;7114;7114;7114;7114;7114;7114;7114;7114;7114;7114;7114;7114
1654;Cogniticien;Cogniticienne;0;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512
1655;Coiffeur;Coiffeuse;1;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141
1656;Coiffeur barbier;Coiffeuse barbière;1;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141
1657;Coiffeur à domicile;Coiffeuse à domicile;1;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141
1658;Coiffeur polyvalent;Coiffeuse polyvalente;0;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141
1659;Coiffeur du spectacle et de l'audiovisuel;Coiffeuse du spectacle et de l'audiovisuel;1;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141
1660;Coiffeur styliste;Coiffeuse styliste;1;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141
1661;Coiffeur visagiste;Coiffeuse visagiste;1;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141
1662;Collaborateur d'agence d'assurance;Collaboratrice d'agence d'assurance;1;3321;3321;3321;3321;3321;3321;3321;3321;3321;3321;3321;3321;3321
1663;Collaborateur d'architecte;Collaboratrice d'architecte;1;;2161;2161;3112;3112;3112;3112;3112;3112;2161;2161;2161;3112
1664;Collecteur d'espèces sauvages;Collectrice d'espèces sauvages;1;9213;9213;9213;9213;9213;9213;9213;9213;9213;9213;9213;9213;9213
1665;Collecteur de fonds;Collectrice de fonds;1;4214;4214;4214;4214;4214;4214;4214;4214;4214;4214;4214;4214;4214
1666;Colonel des armées;Colonelle des armées;1;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110
1667;Colonel de gendarmerie;Colonelle de gendarmerie;1;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110
1668;Colonel des sapeurs-pompiers;Colonelle des sapeurs-pompiers;1;1112;1112;1112;1112;1112;1112;1112;1112;1112;1112;1112;1112;1112
1669;Coloriste des arts graphiques;Coloriste des arts graphiques;1;2651;2651;2651;2651;2651;2651;2651;2651;2651;2651;2651;2651;2651
1670;Coloriste de l'industrie chimique;Coloriste de l'industrie chimique;1;8131;8131;8131;8131;8131;8131;8131;8131;8131;8131;8131;8131;8131
1671;Coloriste-permanentiste;Coloriste-permanentiste;0;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141;5141
1672;Colporteur;Colporteuse;1;5243;5243;5243;5243;5243;5243;5243;5243;5243;5243;5243;5243;5243
1673;Comédien;Comédienne;1;2655;2655;2655;2655;2655;2655;2655;2655;2655;2655;2655;2655;2655
1674;Comédien intermittent du spectacle;Comédienne intermittente du spectacle;0;2655;2655;2655;2655;2655;2655;2655;2655;2655;2655;2655;2655;2655
1675;Commandant;Commandante;0;9900;9900;9900;9900;9900;9900;9900;9900;9900;9900;9900;9900;9900
1676;Commandant des armées;Commandante des armées;1;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110
1677;Commandant de bord;Commandante de bord;1;3153;3153;3153;3153;3153;3153;3153;3153;3153;3153;3153;3153;3153
1678;Commandant divisionnaire de police;Commandante divisionnaire de police;1;1349;1349;1349;1349;1349;1349;1349;1349;1349;1349;1349;1349;1349
1679;Commandant de gendarmerie;Commandante de gendarmerie;1;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110
1680;Commandant de la marine marchande;Commandante de la marine marchande;1;3152;3152;3152;3152;3152;3152;3152;3152;3152;3152;3152;3152;3152
1681;Commandant pénitentiaire;Commandante pénitentiaire;1;3359;3359;3359;3359;3359;3359;3359;3359;3359;3359;3359;3359;3359
1682;Commandant de police;Commandante de police;1;3355;3355;3355;3355;3355;3355;3355;3355;3355;3355;3355;3355;3355
1683;Commandant des pompiers militaires;Commandante des pompiers militaires;1;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110
1684;Commandant des sapeurs-pompiers;Commandante des sapeurs-pompiers;1;1349;1349;1349;1349;1349;1349;1349;1349;1349;1349;1349;1349;1349
1685;Commerçant en accessoires automobiles;Commerçante en accessoires automobiles;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1686;Commerçant en alimentation;Commerçante en alimentation;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1687;Commerçant en ameublement, décoration;Commerçante en ameublement, décoration;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1688;Commerçant en animalerie;Commerçante en animalerie;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1689;Commerçant d'antiquités;Commerçante d'antiquités;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1690;Commerçant d'articles pour bébés;Commerçante d'articles pour bébés;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1691;Commerçant d'articles de chasse et de pêche;Commerçante d'articles de chasse et de pêche;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1692;Commerçant en articles de papeterie;Commerçante en articles de papeterie;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1693;Commerçant d'articles de puériculture;Commerçante d'articles de puériculture;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1694;Commerçant d'articles de sport;Commerçante d'articles de sport;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1695;Commerçant d'articles de voyage;Commerçante d'articles de voyage;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1696;Commerçant en arts de la table;Commerçante en arts de la table;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1697;Commerçant en automobile;Commerçante en automobile;1;1420;1420;1420;1420;1420;1420;1420;1420;1420;1420;1420;1420;1420
5847;Commerçant de bar-café-restaurant;Commerçante de bar-café-restaurant;1;1412;1412;1412;1412;1412;1412;1412;1412;1412;1412;1412;1412;1412
1698;Commerçant de bateaux;Commerçante de bateaux;1;1420;1420;1420;1420;1420;1420;1420;1420;1420;1420;1420;1420;1420
1699;Commerçant de biens culturels;Commerçante de biens culturels;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1700;Commerçant de biens pour le foyer;Commerçante de biens pour le foyer;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1701;Commerçant de biens pour la personne;Commerçante de biens pour la personne;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1702;Commerçant en bijouterie, joaillerie, horlogerie;Commerçante en bijouterie, joaillerie, horlogerie;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1703;Commerçant en bricolage;Commerçante en bricolage;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1704;Commerçant de cadeaux, souvenirs;Commerçante de cadeaux, souvenirs;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1705;Commerçant de chaussures;Commerçante de chaussures;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1706;Commerçant de cigarettes électroniques;Commerçante de cigarettes électroniques;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1707;Commerçant en confiserie;Commerçante en confiserie;1;5211;5211;5211;5211;5211;5211;5211;5211;5211;5211;5211;5211;5211
1708;Commerçant de cycles;Commerçante de cycles;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1709;Commerçant en droguerie, bazar, quincaillerie;Commerçante en droguerie, bazar, quincaillerie;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1710;Commerçant en électroménager;Commerçante en électroménager;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1711;Commerçant de fleurs;Commerçante de fleurs;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1712;Commerçant de fournitures de bureaux;Commerçante de fournitures de bureaux;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1713;Commerçant en fourrage;Commerçante en fourrage;1;3324;3324;3324;3324;3324;3324;3324;3324;3324;3324;3324;3324;3324
1714;Commerçant en grains;Commerçante en grains;0;3324;3324;3324;3324;3324;3324;3324;3324;3324;3324;3324;3324;3324
1715;Commerçant en habillement, lingerie, textile;Commerçante en habillement, lingerie, textile;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1716;Commerçant en image et son (télé, radio, hi-fi);Commerçante en image et son (télé, radio, hi-fi);1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1717;Commerçant d'instruments de musique;Commerçante d'instruments de musique;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1718;Commerçant en jardinerie;Commerçante en jardinerie;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1719;Commerçant de jeux et jouets;Commerçante de jeux et jouets;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1720;Commerçant en jeux vidéos;Commerçante en jeux vidéos;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1721;Commerçant en légumes;Commerçante en légumes;1;5211;5211;5211;5211;5211;5211;5211;5211;5211;5211;5211;5211;5211
1722;Commerçant de linges de maison;Commerçante de linges de maison;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1723;Commerçant en literie;Commerçante en literie;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1724;Commerçant de luminaires;Commerçante de luminaires;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1725;Commerçant en maroquinerie;Commerçante en maroquinerie;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
1726;Commerçant de matériels électriques;Commerçante de matériels électriques;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
